messages;labels
"​​ЕС ввёл новые санкции против России:

• Запрет на транзакции с четырьмя российскими банками, включая ВТБ;

• Запрет на импорт угля из России на сумму 4 миллиарда евро в год;

• Запрет на вход российских судов в порты ЕС;

• Запрет на экспорт в РФ полупроводников, машин и транспортного оборудования на сумму 10 млрд евро;

• Запрет на участие российских компаний в госзакупках в ЕС и любую финансовую поддержку для российских государственных органов";0
"В американском Далласе на небе появился огромный QR-код с «рикроллом».

Компания Sky Elements и Джаред Гайнс, известный публике как создатель серии мероприятий «Epic Nerf Battles», подняли в воздух 300 дронов, чтобы на 1 апреля показать в небе огромную ссылку на нестареющий прикол — клип на песню Рика Эстли «Never Gonna Give You Up»";0
Украина и Россия обменяли 86 на 86 человек, сообщила Москалькова;0
"​​Главное к 15:00:

— Новые санкции против России могут быть приняты уже завтра — МИД Франции;

— Из «Википедии» потребовали удалить пять статей об Украине;

— Дания высылает 15 российских дипломатов, Италия —  30 российских дипломатов, Швеция — трех российских дипломатов;

— Reuters: ЕС запретит импорт из России цемента, древесины, каучука и химикатов, рассматривается запрет импорта икры и водки;

— ЕС не планирует санкций против российских нефти и газа на данном этапе — Bloomberg;

— Полиции Германии и США закрыли «Гидру», которая специализировалась на продаже наркотиков, поддельных документов и краденых данных;

— Против Моргенштерна вновь возбудили административное дело о пропаганде наркотиков в видеоклипах, оно передано в суд — ТАСС";0
Испания высылает 25 российских дипломатов;0
В Danone сообщили, что не планируют останавливать деятельность в России и уходить с рынка;0
"​​Компания «Ашан» больше не будет работать на российском рынке. Главный офис принял решение прекратить поставки и остановить инвестиции сети в Россию.

Об этом сообщается в пресс-релизе украинского офиса «Ашана». 

Также раскрывается, что значит сворачивание инвестиций и прекращение поставок:

— Не будут открываться новые магазины.
— Не будут ремонтироваться существующие магазины.
— Не будет осуществляться поддержка ИТ-технологий и проектов.
— Не будет обновляться ключевое программное обеспечение, такое как кассовое, логистическое, коммерческое и т. д.
— Не будут поставляться импортные товары в РФ

В российском «Ашане» сообщили, что сообщения об остановке поставок в Россию не соответствуют действительности, он работает в обычном режиме";0
"Forbes назвал Илона Маска самым богатым человеком планеты.

Издание впервые поставило его на первую строчку, его состояние оценили в $219 миллиардов";0
Danone рассматривает возможность ухода с российского рынка — Reuters;0
ЕС не планирует санкций против российских нефти и газа на данном этапе — Bloomberg;0
ЕС намерен запретить все транзакции с четырьмя российскими банками, отключенными от SWIFT, включая ВТБ — Reuters;0
"Reuters: ЕС запретит импорт из России цемента, древесины, каучука и химикатов, рассматривается запрет импорта икры и водки.

Также в Россию запретят экспортирование полупроводников и оборудования";0
Швеция высылает трех российских дипломатов;0
Еврокомиссия предложит запретить импорт угля из России и поставки новой техники в Россию, закрыть морские и сухопутные границы для российских перевозчиков — Wall Street Journal;0
Против Моргенштерна вновь возбудили административное дело о пропаганде наркотиков в видеоклипах, оно передано в суд — ТАСС;0
"Полиции Германии и США закрыли «Гидру», которая специализировалась на продаже наркотиков, поддельных документов и краденых данных. 

Конфискованы сервера Hydra и изъяты 543 биткоина";0
МИД Италии объявил о высылке 30 российских дипломатов;0
"​​Ъ: Российских учителей обязали провести уроки про пользу санкций и импортозамещения. 

В методичке урока по теме «Антироссийские санкции и их влияние на отечественную экономику» сказано, что в начале урока учитель должен привести цитату президента РФ Владимира Путина о том, что «на Россию оказывается беспрецедентное внешнее давление». Затем нужно спросить школьников, знают ли они, «какие первоочередные меры включает антисанкционная политика нашего государства». 

В конце школьники должны заполнить анкету «обратной связи». Им придется ответить на вопросы: «Справедливы ли санкции в отношении России?», «Приведут ли санкции к укреплению экономики России?», «Кто понесет большие экономические потери?»";0
"Приставы принудительно взыщут с Meta (признана экстремистской организацией и запрещена в России) 2 миллиарда рублей оборотного штрафа. 

Этот штраф был наложен на Meta за отказ удалять контент, признанный российскими властями противоправным";0
"​​В России — 13 947 заболевших коронавирусом за последние сутки в 85 регионах.

Из них 705 — в Свердловской области, 700 в Санкт-Петербурге и 596 — в Москве.

Выздоровели: 37 459 человек
Умерли: 316 человек

#coronavirus";0
Дания высылает 15 российских дипломатов — Reuters;0
"Из «Википедии» потребовали удалить пять статей об Украине. 

«Википедия» сообщила о претензиях Роскомнадзора к содержанию пяти материалов из-за закона «о фейках»:

— «Битва за Киев (2022)»
— «Военные преступления в период вторжения России на Украину»
— «Обстрел больницы в Мариуполе»
— «Разрушение Мариупольского театра (2022)»
— «Резня в Буче»

«Требуют удалить информацию, но какую именно, не сообщают», — отметили в сообществе";0
"Новые высказывания Медведева подъехали: 

— «Не стоит удивляться, что, преобразившуюся ментально в Третий рейх, записавшую в учебники по истории имена иуд и нацистких прихвостней, Украину его же судьба и постигнет. Туда ей и дорога, такой Украине! Как и отдельным уродам, которые считают себя вправе подобную Украину представлять». 

— Ситуация в Буче — пример фейка, «вызревшие в циничном воображении украинской пропаганды. Многочисленные пиар-агенства, «фабрики троллей», курируемые западными правительствами и их «ручными» НКО и НПО, стряпают их за огромные деньги». 

— «Нынешний украинский радикал тоже вырос за ученической скамьёй. В красивых вышиваночках и с мыслями о ненависти ко всему русскому. Вместо того чтобы гордиться совместными достижениями предков, с 1991 года «на коленке» писалась псевдоистория украинской государственности: «перерубалась» поколенческая связь Киевской Руси с землями Новгорода, Пскова и Владимиро-Суздальской Руси. Ради мифической «истории Украины» XIV–XVII веков уничтожалась идея единого русского народа»";0
Википедия стала новой линией постоянных информационных атак на россиян — заявили в Роскомнадзоре;0
"Зеленский заявил, что, возможно, встречи между ним и Путиным не будет

В эфире украинского телевидения Зеленский добавил, что сейчас сложно провести переговоры с Россией, но у него нет другого выбора";0
Новые санкции против России могут быть приняты уже завтра — МИД Франции;0
"​​Главное за ночь:

— Санкции, ограничивающие экспорт предметов роскоши из Японии в Россию, вступили в силу;

— Австралия также вводит запрет на экспорт предметов роскоши в Россию. Ограничения затрагивают табачные изделия, вино, жемчуг и ювелирные изделия, стоимость которых превышает 500 долларов за штуку;

— Власти Италии намереваются выслать с территории страны несколько десятков российских дипломатов, ссылаясь на координацию позиций с Францией и Германией. Составленный список высылаемых будет оглашен 5 апреля;

— Казначейство США запретит России с понедельника производить любые выплаты по своим долговым обязательствам в долларах со счетов в американских финансовых учреждениях;

— Полное закрытие границы с Россией может быть рассмотрено, но это должно быть сделано всеми странами Балтии одновременно — министр обороны Латвии";0
США хотят провести заседание Генассамблеи ООН по вопросу участия России в Совете по правам человека уже в этот четверг, заявил постпред при организации;0
"Главное за день: 
 
— Литва высылает российского посла из страны, а также отзывает своего посла из РФ;

— Латвия также понизила уровень дипломатических отношений с Россией, выслав российского посла и отозвав своего.

— Берлин объявил «нежелательными лицами» в Германии 40 российских дипломатов, что приравнивается к их высылке;

— Франция вслед за Германией высылает около 30 российских дипломатов;

— Airbnb полностью приостанавливает работу в России и Беларуси. Пользователи из этих стран теперь не могут бронировать жильё ни в одной стране;

— Сергей Лавров о Буче: В Буче была устроена инсценировка, когда российские военнослужащие вышли из города, эту провокацию пытаются использовать в антироссийских целях. Постпред РФ при ООН Небензя заявил, что никаких свидетельств зверств после ухода российских военных из Бучи не было, и что Россия скоро представит в СБ ООН факты о том, что всё это провокация;

— Путин подписал указ об ответных мерах визового характера для недружественных стран. Приостановлены соглашения об упрощенной выдаче виз с недружественными странами ЕС, Норвегией, Швейцарией, Данией и Исландией;

— За март цены на новые автомобили в России выросли в среднем на 40%, сообщает «Коммерсантъ» со ссылкой на данные «Автостата»;

— «Ъ»: Банк «Россия» планирует выделить 3 миллиарда рублей на создание нового мобильного оператора в Крыму

Курс валют ЦБ РФ на завтра: 
Доллар — 83,59 
Евро — 92,38";0
"⚡️Airbnb приостанавливает работу в России и Беларуси, заявил генеральный директор компании.

Пользователи из этих стран теперь не могут бронировать жильё ни в одной стране";0
"Постпред РФ при ООН Небензя: Никаких свидетельств зверств после ухода российских военных из Бучи не было.

Говорит, Россия скоро представит в СБ ООН факты о том, что всё это провокация, и российские военные тут ни при чём";0
Постпред США по распоряжению Байдена будет добиваться приостановки членства России в Совете ООН по правам человека — Псаки;0
"Медведев: Ответ на высылку российских дипломатов из ряда стран Европы будет симметричным и разрушительным для двусторонних отношений. 
 
Он также заявил о перспективе «амбарных замков» на западных посольствах в РФ в случае продолжения «шизоидной кампании» по высылке дипломатов";0
Зеленский подписал указ о создании делегации для переговоров с Россией о гарантиях безопасности и назначил Давида Арахамию её главой;0
"РИА Новости опубликовало видео, на котором российские военные проводят разминирование от «неразорвавшихся боеприпасов украинских РСЗО и минометов» в Сумской области Украины. 
 
Поражаемся смелости оператора, идущего перед сапёром";0
СМИ: Франция вслед за Германией высылает около 30 российских дипломатов;0
"Главное к 20:40:

— С 9 апреля Россия возобновляет авиасообщение с 52 странами в связи с отменой ковид-ограничений;

— В Госдуму внесён законопроект об уголовной ответственности за исполнение иностранных санкций в России;

— Литва и Латвия высылают по российскому послу из своих стран, а также каждая отзывает своего посла из РФ;

— Берлин объявил «нежелательными лицами» в Германии 40 российских дипломатов, что приравнивается к их высылке;

— Шведская сотовая компания Tele2 AB не будет продлевать лицензию российской Tele2;

— Программистов из РФ и РБ не допустят ко всемирному конкурсу Google Summer of Code (GSoC);

— Мишустин: пенсия по инвалидности теперь будет начисляться без подачи заявлений;

— Правительство внесло в Госдуму законопроект, позволяющий получить бессрочный вид на жительство для высококвалифицированных иностранных специалистов, работающих в России";0
Берлин объявил «нежелательными лицами» в Германии 40 российских дипломатов, что приравнивается к их высылке, пишет Focus Online;0
В Госдуму внесён законопроект об уголовной ответственности за исполнение иностранных санкций в России — председатель комитета Госдумы по госстроительству и законодательству Крашенинников;0
По словам работников минского офиса Wargaming, они узнали о закрытии студии в Беларуси непосредственно в день публичного анонса;0
Программистов из РФ и РБ не допустят ко всемирному конкурсу Google Summer of Code (GSoC) — организаторы;0
"​​Крупнейшие пивоваренные компании повышают цены на свою продукцию на 5–20%, пишет «Коммерсантъ».

Производители называют причиной резкое удорожание сырья и материалов, а также нарушение логистических цепочек, что вынуждает отказываться от скидок";0
"Курс валют ЦБ РФ на завтра:

Доллар — 83,59
Евро — 92,38";0
"Правительство внесло в Госдуму законопроект, позволяющий получить бессрочный вид на жительство для высококвалифицированных иностранных специалистов, работающих в России.

ВНЖ для себя и своих семей могут получить те иностранные специалисты, которые официально работали в России не менее двух лет";0
Латвия также понизила уровень дипломатических отношений с Россией, выслав российского посла и отозвав своего;0
"Шведская сотовая компания Tele2 AB не будет продлевать лицензию российской Tele2.

Срок лицензии оператора истекает в марте следующего года, однако шведы изучают возможность прекратить лицензию раньше";0
Литва высылает российского посла из страны, а также отзывает своего посла из РФ;0
"​​Яндекс расширяет программу поддержки партнеров и будет компенсировать оплату страховки 500 тысячам таксистов и курьеров

Среди прочего, в список входит коронавирус и несчастные случаи. Выплаты по страховке доходят до 2000 рублей в день

http://news.lenta.ch/jpJnL";0
"​​9 апреля открывается сухопутная граница России с Китаем на выезд россиян и въезд иностранцев.

Также ловите полный список стран, с которыми РФ возобновит авиасообщение 9 апреля";0
Зеленский приехал в Бучу;0
Мишустин: пенсия по инвалидности теперь будет начисляться без подачи заявлений;0
С 9 апреля Россия возобновляет авиасообщение с 52 странами в связи с отменой ковид-ограничений, заявил Мишустин;0
"Главное к 15:00:

  — В Подмосковье автобус упал с эстакады на трассе М-9, погибло 2 человека, 10 человек пострадало;

— Будут открыты гуманитарные коридоры из Мариуполя и Луганской области, заявила вице-премьер Украины;

— За март цены на новые автомобили в России выросли в среднем на 40%, сообщает «Коммерсантъ»;

— Промсвязьбанк официально начал работать в Крыму;

— Банк «Россия» планирует выделить 3 миллиарда рублей на создание нового мобильного оператора в Крыму — «Ъ»;

— Приостановлены соглашения об упрощенной выдаче виз с недружественными странами ЕС, Норвегией, Швейцарией, Данией и Исландией;

— Wargaming (World of Tanks) сообщили о решении прекратить бизнес в России и Беларуси;

— Илон Маск сообщил, что приобрёл пассивную долю в Твиттере размером в 9,2%";0
"Wargaming (разработчик World of Tanks и других онлайн-игр) сообщил о решении прекратить бизнес в России и Беларуси. 

С 31 марта компания передала свой игровой бизнес в России и Беларуси под местное управление компании, которая не аффилирована с Wargaming. Сама Wargaming не получит прибыли ни сейчас, ни в будущем";0
"Путин подписал указ об ответных мерах визового характера для недружественных стран. 

Приостановлены соглашения об упрощенной выдаче виз с недружественными странами ЕС, Норвегией, Швейцарией, Данией и Исландией";0
Промсвязьбанк официально начал работать в Крыму;0
Илон Маск сообщил, что приобрёл пассивную долю в Твиттере размером в 9,2%;0
"Сергей Лавров о Буче:

— В Буче была устроена инсценировка, когда российские военнослужащие вышли из города, эту провокацию пытаются использовать в антироссийских целях;

— Москва усматривает прямую угрозу международной безопасности в таких провокациях;

— РФ будет требовать от Великобритании выполнения функций председателя СБ ООН и созыв заседания по ситуации в Буче.";0
"Весна, кажется, запаздывает, но ты можешь её максимально приблизить: подари своим близким красивый букет цветов с доставкой прямо в руки!

Тем более у ребят с Flor2u проходит клёвая акция. Они дарят скидку 40% на букеты цветов c доставкой по РФ на все свои букеты (даже на которых уже есть скидка). Получается нехилая экономия: к примеру, букет из 41 розы вместо 3290 рублей обойдется всего в 1974 рубля! Чем не повод порадовать цветами тех, кого ты любишь.

Чтобы получиться скидку нужно скачать приложение Flor2U и ввести промокод LENTACH. Акция действует только на первый заказ в мобильном приложении.

Выбрать свой букет: https://dep.onelink.me/NvS7/vj19zqjd

#реклама";0
Песков — о Буче: «Нашими специалистами из Минобороны выявлены признаки видеоподлогов и различных фейков. Фактология, календарная последовательность событий также не говорят в пользу достоверности этих утверждений. Мы категорическим образом отвергаем любые обвинения»;0
Совет управляющих Европейского банка реконструкции и развития проголосовал за немедленную приостановку доступа к финансам и экспертизе банка России и Беларуси;0
"Норвегия возобновляет выдачу россиянам нетуристических виз.

Туристические визы планируется выдавать с мая";0
"​​В России — 15 291 заболевший коронавирусом за последние сутки в 85 регионах.

Из них 759 — в Санкт-Петербурге, 772 в Свердловской области и 689 — в Москве.

Выздоровели: 32 850 человек
Умерли: 287 человек

#coronavirus";0
"Польша предложила наложить санкции на всех членов «Единой России» — это более 2,3 млн человек.

Кроме этого, Польша в лице премьера Матеуша Моравецкого предложила конфисковать имущество РФ и российских олигархов, находящееся в иностранных банках.

Также польский премьер высказался по поводу страха некоторых стран ввести жёсткие антироссийские санкции:
«Германия – главный тормоз очень решительных санкций... Главные тормозящие – крупные страны, те, кто боится за свой бизнес, боится последствий, а возможно, чего-то другого... крупнейшие и богатейшие страны Западной Европы»";0
Банк «Россия» планирует выделить 3 миллиарда рублей на создание нового мобильного оператора в Крыму — «Ъ»;0
"​​В Подмосковье автобус упал с эстакады на трассе М-9, по предварительным данным погибло 2 человека, 10 человек пострадало.

Водитель заявил, что его подрезали, вследствие чего тот не справился с управлением и вылетел с моста";0
"Мэр столицы Сергей Собянин рассказал о новых мерах поддержки москвичей:

— Субсидии на приобретение машин для такси и каршеринга увеличены в 2 раза;

— Выделено 10 миллиардов рублей для субсидирования льготных кредитов на строительство, в том числе нежилых объектов;

— Субсидии на льготное кредитование бизнеса увеличатся с 2 до 7 миллиардов рублей — бóльшая часть денег пойдёт на поддержку IT-индустрии;

— Закупки оборудования и ПО для обеспечения городских нужд сокращаться не будут;

— Программа стимулирования вакцинации от COVID-19 для москвичей старше 65 лет продлена до 30 июня 2022";0
Будут открыты гуманитарные коридоры из Мариуполя и Луганской области, заявила вице-премьер Украины;0
ЕС обсудит новый пакет антироссийских санкций в среду на фоне обвинений России в произошедшем в Буче — The Financial Times;0
За март цены на новые автомобили в России выросли в среднем на 40%, сообщает «Коммерсантъ» со ссылкой на данные «Автостата»;0
"​​Главное за ночь:

— В США прошло вручение премии Grammy. Лучшей песней и записью года стала композиция Leave The Door Open дуэта Silk Sonic, лучшим альбомом года признан We Are Джона Батиста, а лучшей новой исполнительницей стала Оливия Родриго;

— Клишас: Верховный суд поддержал введение уголовной ответственности за исполнение санкций недружественных стран на территории РФ;

— РКН ограничил доступ к сервису для поиска работы Jooble;

— Минпромторг готовит систему льгот для привлечения российских высококвалифицированных специалистов из-за рубежа;

— Переизбранный президент Вучич заявил о продолжении политики военного нейтралитета Сербии";0
"Александар Вучич объявил о победе на президентских выборах в Сербии.

Сербия продолжит путь в ЕС, но сохранит отношения с традиционными друзьями, заявил Вучич";0
"​​Главное за день: 

— Минобороны РФ: все опубликованные фотографии и видеоматериалы свидетельствующие о «преступлениях» российских военнослужащих в городе Буча Киевской области являются провокацией;

— Россия потребовала созыва заседания СБ ООН на 4 апреля в связи «с вопиющей провокацией украинских радикалов в Буче»;

— Борис Джонсон: Я сделаю всё, что в моих силах, чтобы уморить голодом военную машину Путина;

— НАТО найдёт способы относительно быстро принять Швецию и Финляндию, если те выразят желание присоединиться к альянсу, заявил Генсек альянса Столтенберг;

— Польша открыта для размещения на своей территории американского ядерного оружия, заявил вице-премьер страны Ярослав Качиньский; 
 
— Украинский певец Макс Барских вступил в ряды ВСУ и собирается ехать в зону боевых действий; 

— Поставки газа из России нельзя остановить, если ставится условие платить в рублях — будем платить в рублях, заявил глава Минэкономики Словакии; 

— Мы сломали хребет фашизму, да поможет нам Бог и сегодня, заявил Патриарх Кирилл на литургии в Главном храме ВС РФ";0
Премьер Венгрии Орбан объявил о победе на парламентских выборах;0
Борис Джонсон: Я сделаю всё, что в моих силах, чтобы уморить голодом военную машину Путина;0
Россия потребовала созыва заседания СБ ООН на 4 апреля в связи «с вопиющей провокацией украинских радикалов в Буче» — первый зампостпреда при ООН;0
"Западные страны в ближайшие дни обсудят новые меры против России, Москва ощутит их последствия, заявил канцлер Германии Олаф Шольц.

Кроме того Шольц заявил, что Германия продолжит предоставлять Украине вооружение";0
"Премьер-министр Грузии заявил, что страна не будет вводить санкции против России.

«В первый же день, и сегодня, и завтра, всегда и везде буду действовать в соответствии с интересами нашей страны, нашего народа. Это решение никто не заставит меня изменить. То, что приемлемо для национальных интересов нашей страны и интересов народа, только ту политику я буду проводить», — заявил Ираклий Гарибашвили";0
"Заявления Минобороны РФ:

— Все опубликованные фотографии и видеоматериалы свидетельствующие о «преступлениях» российских военнослужащих в городе Буча Киевской области являются провокацией;

— За время нахождения данного населенного пункта под контролем российских вооруженных сил, ни один местный житель не пострадал от каких-либо насильственных действий;

— Выезды из города Буча не блокировались. Все местные жители имели возможность свободного выезда из населённого пункта в северном направлении, в том числе в Республику Беларусь. При этом южные окраины города, включая жилые кварталы, круглосуточно обстреливались украинскими войсками из крупнокалиберной артиллерии, танков и реактивных систем залпового огня;

— Все российские подразделения полностью вышли из Бучи еще 30 марта, на следующий день после очного раунда переговоров России и Украины в Турции;

— Мэр города 31 марта подтвердил, что в городе никого из военных РФ нет, и не упоминал о расстрелянных на улицах местных жителях;

— Особую озабоченность вызывает то, что все тела людей, изображения которых опубликованы киевским режимом, по прошествии минимум четырех дней не окоченели, не имеют характерных трупных пятен, а в ранах несвернувшаяся кровь";0
НАТО найдёт способы относительно быстро принять Швецию и Финляндию, если те выразят желание присоединиться к альянсу — Генсек Столтенберг;0
"Главное к 17:00: 
 
— Пресс-секретарь президента РФ Песков дал очередное интервью, в основном про газ за рубли; 
 
— Польша открыта для размещения на своей территории американского ядерного оружия, заявил вице-премьер страны Ярослав Качиньский; 
 
— Украинский певец Макс Барских вступил в ряды ВСУ и собирается ехать в зону боевых действий; 
 
— ООН: Более 4,17 миллиона беженцев с Украины прибыли в соседние страны с начала военных действий; 
 
— Поставки газа из России нельзя остановить, если ставится условие платить в рублях — будем платить в рублях, заявил глава Минэкономики Словакии; 
 
— Десятки тысяч украинских военных, противостоящих войскам РФ, прошли подготовку НАТО — Генсек Столтенберг; 
 
— Мы сломали хребет фашизму, да поможет нам Бог и сегодня — Патриарх Кирилл на литургии в Главном храме ВС РФ; 
 
— Калининградская область продолжает получать газ с основной территории России, несмотря на отказ Литвы и других стран Балтики от российского газа";0
Мы сломали хребет фашизму, да поможет нам Бог и сегодня — Патриарх Кирилл на литургии в Главном храме ВС РФ;0
Десятки тысяч украинских военных, противостоящих войскам РФ, прошли подготовку НАТО — Генсек Столтенберг;0
Поставки газа из России нельзя остановить, если ставится условие платить в рублях — будем платить в рублях, заявил глава Минэкономики Словакии;0
"​​В России — 16 828 заболевших коронавирусом за последние сутки в 85 регионах.

Из них 835 — в Москве и 764 в Санкт-Петербурге.

Выздоровели: 35 695 человек
Умерли: 304 человек

#coronavirus";0
"В Москве на Литовском бульваре горит корпус центральной клинической больницы РАН.

Сообщается, что возгорание произошло в отделении первой терапии. Сейчас на месте работает скорая помощь и спасатели, идёт эвакуация. Известно уже о 10 спасённых, данных о пострадавших нет";0
ООН: Более 4,17 миллиона беженцев с Украины прибыли в соседние страны с начала военных действий;0
"Пресс-секретарь президента РФ Песков дал очередное интервью, в основном про газ за рубли: 
 
— Решение об оплате газа в рублях было принято «не для того, чтобы кого-то щёлкнуть по носу», а чтобы из-за санкций не отобрали доллары и евро; 
 
— Россия не хочет усложнять жизнь западным партнёрам, покупающим российский газ, и дорожит репутацией надежного поставщика газа. Говорит, они смогут быстро и чётко открыть рублёвые счета для оплаты; 
 
— Западные страны как платили, так и будут платить за газ в евро, но конечная оплата будет поступать Газпрому в рублях; 
 
— Утверждает, что в мире происходит падение доверия к доллару и евро, и многие страны сомневаются в их надёжности; 
 
— Система оплаты за газ в рублях в дальнейшем может быть распространена и на другие российские товары для экспорта; 
 
— На Россию сейчас оказывается самая большая в истории санкционная нагрузка";0
